작업의뢰명,작업의뢰내용,시스템명,금전대고객구분
물차 결재대상건 위임전결규정 조건값 변경,"물차 결재대상건 위임전결규정 조건값 변경건 
AS_IS: 기지급보험금 _ 환입금액이 반영된 보험금을 기준으로 추가보험금의 합계가 1억,3억,5억 초과시 알림팝업
To_be: 기지급보험금(환입보험금은 반영하지 않음)만 반영된 보험금을 기준으로 추가보험금의 합계가 1억,3억,5억 초과시 알림팝업",물차기획TFT,0
심평원진료비지급 디폴트 담당자 수정," 1. 화면 위치		
     심평원 진료비지급담당자 배정		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경사항		
   _ 심평원 심사요청시 진료비지급담당자 배정		
    (현재) 관리담당자 &gt; 팀장 &gt; 디폴트담당자(309217, 이효진 수석)		
		
    (변경) 관리담당자 &gt; 팀장 &gt; 디폴트담당자(312369, 한희종 대리)		",자동차보상지원파트,0
(모바일) 교통비 안내 URL 수정요청,"1. 문구수정
2. 연식 → 수리일수 변경
3. 수리일수 선택시 해당 구분값이 강조표시
",자동차보상지원파트,2
2025_05_26 협력업체 계약사항 EDMS 등록버튼 추가(부품업체),협력업체 계약사항 EDMS 등록버튼 추가(부품업체),자동차보상지원파트,0
2025_06_18  (피해)AOS 입출고 데이터 피해탭 수리기간 연동,"▷내용 : AOS 화면 입출고 일자가 데이터 인입될시 피해입력탭 수리기간에 자동 세팅 							
     미수선 견적과 같이 데이터가 없는 경우 무시 (AOS 실수리로 청구가 들어오는 경우에만 활용 예정)							
※ 기존데이터가 존재하는 경우 덮어쓰기 X  (담당자 입력, 기존 데이터 AOS 인입시에도 )							
",자동차보상지원파트,0
보상포탈 모바일서식 문자 목록 추가,"       1) 위치
          _ 보상포탈(대인) &gt; 문자 &gt; 모바일사고조회 &gt; 개별화면(모바일서식)  &gt; 합의서작성 하단

       2) 추가 목록
          _ [현대해상] 무보험차상해 약정서 작성 ☞

       3) 기능
          _ ‘합의서 작성‘ 과 동일. 단, 무보험차상해 담보만 선택 가능. 타 담보에서 선택 시 알럿 팝업 (무보험 담보만 선택 가능합니다)
          _ edms 생성 등 다른 기능은 합의서 작성과 동일
",디지털보상TFT,2
제휴정비업체조회 (플래너용) 개인정보동의 프로세스 제거,"       1) 대상
         _ 플래너용 사고접수 안내 문자

       2) 요청내용
          _ 현행 : URL 선택 시, 휴대폰인증 및 개인정보수집이용동의
          _ 변경 : URL 선택 시, 휴대폰인증 및 개인정보수집이용동의 절차 skip

",자동차보상지원파트,0
평가반영입력화면(A) 대외민원 선택시 요청제한 수정," 1. 화면 위치			
     평가반영입력화면(A)(CLZA0150U)			
			
 2. 사용자 및 권한(변경 내용 限)			
     해당없음			
			
 3. 개인정보 처리 기준(변경 내용 限)			
     해당없음			
			
 4. 변경내용			
     _ 평가반영입력화면(A) &gt; CS &gt; 대외민원 &gt; 대외민원평가심의회 선택시			
			
     _ 접담서 입력후 요청권한			
     (기존) 해당 접담서 관리담당자 및 해당 센터 센터장			
     (변경) 모든 담당자 요청가능하도록 수정			",자동차보상지원파트,1
자분심 수수료 과실분담금 개별 환입처리 화면," 환입처리건에 대한 심의접수번호 등록,  환입사유 ‘과실분쟁심의수수료(구상)‘ 추가",구상채권관리센터,1
입원확인 알림톡 발송로직 변경,"      1) 발송 시간
         _ 현재) 최초 지급보증서 발송 후 2시간 뒤
         _ 변경) 최초 지급보증서 발송 즉시 & 회신 없는 경우, 2시간 뒤 재발송
",디지털보상TFT,2
지급준비금 관리 명세 구축,업무기술서 참고,자동차보상기획파트,0
2025_07_09 담당자변경 업무대행자 팝업 로직 개선,"1. 내용							
▷ 대상 : 담당자변경(CLMR1000U)_업무대행자 팝업							
▷ 내용 : 							
업체조회 팝업 이후에는 업무대행자 팝업이 정상적으로 수행되나, 							
협력업체담당자 조회 작은 화면(사업자 번호를 직접 입력한 경우) 업무대행자 조회 수행 불가							
협력업체담당자 조회 작은 화면(사업자 번호를 직접 입력한 경우) 에서도 업무대행자 팝업 호출							
",자동차보상지원파트,0
2025_06_30 (결재)현장출동보고 결재자 추가,"▷ 대상화면 : 통합미결명세(CLMS9100U) 종결 탭							
▷ 요청사항 : 현장출동보고 결재자 추가 							
 기존 : 681376 681592 681596   에   681780 사번 추가 							
							
",자동차보상지원파트,0
법률자문등록화면 개선,"_ 화면 저장시 ‘첨부파일이 없습니다. 저장하시겠습니까‘? 라는 알림메세지 제공
_ 확인 선택시 저장, 닫기 선택시 취소",자동차송무파트,0
2025.05.07 지급_ 지급항목 추가(랩핑),"지급항목 추가
＂랩핑＂ 항목 추가
위치 : 유리막코팅 밑에 
조건 : 유리막코팅 항목과 동일한 조건 (조건표 파일첨부)",자동차보상지원파트,0
2025_06_25 (지급)보상업무처리_AI 자동심사 종결 자동화 로직 수정,"▷ 자동결재상신 로직 추가							
① 기존 당일 적재된건이 있는 경우 배치 제외 로직 삭제							
② 배치 결재 대상 금액 제한 로직 추가 (자차 종결보험금 80만원 이하 ) , (자기부담금 포함한 경우 100만원 이하)							
③ 부품 금액이 0인 경우 결재대상에서 제외 							
※ 이외 다른 로직은 유지							
",자동차보상지원파트,3
변론기일 입력화면 개선(배치),변론기일 입력화면 개선(배치개발용 작업의뢰),자동차송무파트,0
(모바일사고조회)진단서등록 화면 ‘_‘ 입력 개선 ," 1. 화면 위치		
     모바일사고조회 &gt; 진단서등록		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경내용		
   1) 배경: 진단서등록 화면 날짜입력시 ‘_‘ 인식 되지 않음		
     		
   2) 요청사항 		
    _ 사용자가 날짜입력란에 ‘_‘ 입력시 ‘_‘ 제외하고 인식되도록 수정		
     EX) 2025_07_15 입력시 20250715		",디지털보상TFT,2
모닝체크관리자명세 화면 개선," 1. 화면 위치		
     모닝체크관리자명세(CLMS2202U)		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경사항		
    _ 부장 사번으로 보상포탈 접속시 최초 모닝체크 확인팝업 &gt; 체크하기 &gt; 보험금점검탭(CLMS2202U) 		
    _ (현재) 대상승인건을 선택해야 모닝체크관리자명세 화면 오픈		
      (변경) 체크하기 버튼을 눌렀을때, 센터선택 후 바로 체크대상 리스트보여지도록 수정		
		
    _ 보상포탈 메뉴에서 모닝체크관리자명세 화면으로 들어갔을때도 동일하게 수정요청		",디지털보상TFT,0
(음성봇) 개발원 소유자일치여부 로직 수정,"       1. 개발원 소유자일치여부 로직 수정요청			
              가. 기존 조회건 존재여부 확인, 없다면 개발원 조회하여 업데이트			
			
       2. 음성봇 교통비안내 URL 발송 실패건 수정요청			
              가. 음성봇 이력 테이블 담당자 미등록되어 있는 경우 → 담당자지정 : 피해물관리 담당자			
",자동차보상지원파트,0
FG담당자일괄변경 화면 조회대상 수정," 1. 화면 위치			
     FG담당자일괄변경(CLMR1220U)			
			
 2. 사용자 및 권한(변경 내용 限)			
     해당없음			
			
 3. 개인정보 처리 기준(변경 내용 限)			
     해당없음			
			
 4. 변경사항			
  1) 배경 : 스마트보상센터 신규조직도 FG담당자일괄변경 화면 사용 요청			
			
  2) 요청사항 			
   _ (현재) FG 소속 담당자만 조회가능			
			
     (수정) 기존 + 스마트보상센터(046710) 조회가능			",자동차보상지원파트,0
면책후 피해입력 로직 수정,협의완료건,자동차보상기획파트,0
사고현장출동 결과보고 시 기타피해물 메뉴 신설,업무기술서 참조 부탁드립니다.,자동차보상지원파트,0
의료자문요청명세 배치프로그램 개발," 1. 화면 위치
     현대해상 의료/자문의 파트너보상시스템 / 의료자문요청명세


 2. 사용자 및 권한(변경 내용 限)
     해당없음

 3. 개인정보 처리 기준(변경 내용 限)
     해당없음

 4. 변경사항
  1) 의료자문요청명세 내 목록 삭제 요청
     (현재) 
     _ 보상포탈 주치의소견의뢰서 상 자문의 착오 입력 및 결재 완료 시 PRM 상 의료자문요청명세 내 변경 불가능


     (변경) 
     _ 의료자문요청명세 변경 배치프로그램 개발",자동차보상지원파트,0
피해조사입력화면 관리담당자의 팀장 없을시 조회 로직 개선," 1. 화면 위치		
     피해조사입력(CLME0110U)		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경내용		
     _ 배경: 타부문 인사이동 발생시 해당건 종결 관리담담당자의 팀장 조회 되지 않음		
     		
     _ 요청사항 : 피해조사입력화면 관리담당자의 팀장 없을때 조회시 팀장조회 패스하도록 수정		",자동차보상지원파트,0
FDS 분석 시 개발원 조회 사용자 계정 변경 요청,개발원 통신에 사용되는 사용자 계정 변경 부탁드립니다. 감사합니다!,자동차보험조사파트,0
(음성봇) 개인정보동의_통합 대화이력조회 화면 EDMS 서식등록 수정,"1. 대화이력 화면 수정
2. EDMS 전송버튼 클릭시 항목별 개동여부 체크 팝업 후 서식등록",자동차보상지원파트,2
구상디지털  피청구 알림 정상발송 여부 확인,구상디지털 피청구 알림 정사발송 여부 확인,구상채권관리센터,2
모닝체크 준법감시파트 SAM파일 전송 작업(레아아웃)," 1. 화면 위치		
     대인 &gt; 모닝체크		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경사항		
     모닝체크 준법감시파트 SAM파일 전송 작업(레이아웃)		
     레이아웃 시트 참고		",자동차보상지원파트,0
(하이콜 공동작업) 하이콜 보상포탈 담당자변경 IF 개발,"      1) 배경
         _ 신설조직 (디지털보상TF) 업무에 따른 가상사번 배당 사고건의 보상담당자 배정 (담당자변경) 프로세스 필요

      2) 요청사항

         가. 하이콜
             _ 업무연락 화면 內 ‘담당자변경‘ 버튼 추가

         나. 보상포탈
             _ 하이콜 &gt; 담당자변경 (신설) 버튼 클릭 시, 아래 조건에 따라 담당자변경 

         다. 조건
             _ 대인(20) 담보 & 현치료사항 ‘미확인 OR 통원‘ = ‘399997‘ 로 담당자변경
             _ 대인(20) 담보 & 현치료사항 ‘입원‘ = 협력업체담당자 사번으로 담당자변경


",디지털보상TFT,0
온라인 사고접수 알림수신자 변경,"        1) 대상업무
            _ 온라인 사고접수 (현대캐피탈, 롯데렌탈, 고객셀프)

        2) 알림쪽지 수신 대상자
            _ 추가: 이은경 H10046, 정미영 H11162, 김양희 H11094
            _ 삭제: 남윤종 H10030
",디지털보상TFT,2
환입업무처리시 반제대상건 조회창 활성화요청,구상채권관리센터내 스탭직원의 경우 환입업무처리시 가상계좌 조회시 타 직원 가상계좌건도 업무처리가 가능하도록 구분값 활성화 요청,구상채권관리센터,0
공학 분석비용 지급결의 자동세팅 대상업체 추가,첨부파일 확인,자동차보험조사파트,0
"진료비 지급보증서 최초발송 시, 치료병원 자동반영","      1) 현행 문제점		
         _ 지급보증서가 발송(Y) 되었으나, 치료병원이 표시되지 않음		
		
      2) 요청 내용		
         _ IF 지급보증서 최초발송 될 경우 (포탈, 하이콜, 고객셀프 등 모든 채널), 		
            THEN 치료병원으로 자동 업데이트.		
              ELSE 기존 로직 현행유지		
		
",자동차보상지원파트,2
2025_07_02(유피)자동추산시스템_피해탭 세팅 로직 추가 ,(유피)자동추산시스템_피해탭 세팅 로직 추가 ,자동차보상지원파트,0
현장출동 결과보고 시 기타피해물 메뉴 관련 테이블 생성,업무기술서 참조 부탁드립니다,자동차보상지원파트,0
음성봇 초기안내 대상건 로직 변경,"     1) 영업일
         _ 현행) 안내지원센터
         _ 추가) 디지털보상TFT (040230)


      2) 휴일, 공휴일
         _ 현행) 대인보상부
         _ 추가) 디지털보상TFT (040230)


",자동차보상지원파트,0
ICIS계정관리 알림 요청,"업무기술서 참고
인사이동으로 담당자 변경",자동차보험조사파트,0
문자발송 담당자사번 동기화,"         1) 현행 문제점
           _ 보상포탈 문자발송 이력과 하이메시징 시스템 발송이력의 발송자 정보가 서로 불일치

         2) 요청 내용
           _ 보상포탈 문자 발송자 정보가 하이메시징 시스템에서도 동일하게 반영되도록 개선
           _ 발송자 정보: 발송부서, 발신자명

",자동차보상지원파트,2
모바일사고조회 고장출동자 위치안내 개선,"모바일사고조회 고장출동자 위치안내 개선, 
하이유피직원용 _ 간편로그인시 고장출동 화면권한 부여",자동차보상지원파트,2
손해감소통합명세 화면 조회대상 전체선택 권한부여," 1. 화면 위치		
     손해감소통합명세(CLIL1000U)		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경사항		
     손해감소통합명세 화면 조회대상 ＂전체＂ 선택 권한 조직 추가		
     : 040230(디지털보상TFT), 041302(메디컬TFT)		",자동차보상지원파트,0
의료자문 회신문 등록시 담당 의료전담에 회신문 등록 알림 메신져 전송 ,"○ 의료자문의 또는 의료자문중개업체에서 회신문을 등록할 경우 회신문이 당사 EDMS에 저장됨과 동시에 
    [해당건 주치의소견의뢰서] 공문을 작성한 의료전담에게 하이메신져 문자 알림 가도록 작업해주시기 바랍니다. ",자동차보상지원파트,0
(모바일사고조회)상해급별 할증기준 화면 수정," 1. 화면 위치		
     모바일사고조회 &gt; 사고처리현황 &gt; 상해급별 할증기준		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경내용		
     (현재) 8급 ~ 12급 건당 2점		
            13급 ~ 14급 건당 1점		
		
     (변경) 8급 ~ 11급 건당 2점		
            12급 ~ 14급 건당 1점		",자동차보상지원파트,3
2025_04_03(유피)자동추산시스템_추산탭 추산 금액 자동 세팅 버튼 추가,"대상  :  Hi_UP 대물 &gt; 입력 &gt; 보상업무처리 &gt;피해 &gt; 추산 							
							
1. 내용							
▷ 대상 : 추산자동적립 시스템 기반 실제 추산 적립 (Hi_UP)							
▷ 내용 : 추산자동적립시스템 관리항목에 따른 피해물 입력탭 추산 자동 적립							
①추산산출기준을 관리히는 테이블 물차자동추산관리(PA_AUT_EXPECT_MGNT)의 값을 기준으로함							
②추산관리화면에 입력된 값을 기준으로 피해탭에 추산 금액 자동 세팅하는 기능 구현							
③추산금액 자동세팅을 위한 버튼 생성 							
④버튼 클릭시 직접손해 및 간접손해에 추산금액이 세팅됨 							
⑤금액 세팅만되고 피해저장시 추산이 적립되는 것은 기존과 동일함 (피해저장이후에는 해당 버튼 비활성화)							
⑥버튼 클릭시 기본적으로는 팝업 x  파손부위 미입력건에 한하여 파손부위 입력 팝업 							
",자동차보상지원파트,0
(모바일) 교통비 안내 URL 수정요청_메신져 ,"1. 문구수정
2. 연식 대신 수리일수 입력
3. 수리일수 입력시 강조 표시",자동차보상지원파트,2
2025.07.18 피해_제작사 콤보 추가,"1. 피해입력 차량 제작사 추가
중국 : BYD, 기타 (2개 추가)
",자동차보상지원파트,0
2025_07_18 (피해)분손 추산 적립시 체크 로직 수정,"기존 : 분손인 경우 직접손해가 차량가액과 같을시 추산 적립 불가 팝업					
변경 : 직접손해가 차량가액과 같더라도 저장 가능토록 변경					
",자동차보상지원파트,1
2025_06_16  (피해)유보미결 사유 리스트 변경," 유보미결 사유 ‘소송건‘, ‘분쟁심의건‘ 만 유지 ",자동차보상지원파트,0
2025_07_02(피해)자동추산시스템_피해탭 세팅 로직 추가 ,"▷ 대상 : 추산자동적립 시스템 로직 추가							
▷ 내용 : 1.  산출된 추산금액이 중고시세를 초과할 경우 중고시세로 금액 자동 세팅							
         2. ‘차량가액 70% 를 초과할경우 가치평가 여부를 고려하세요‘ 라는 팝업이 발생되는데							
                 자동차인 경우 은 금액이 정상 세팅되나 ‘이륜차, 소지품, 일반대물, 농기계, 자전거‘ 등은							
                금액 팝업후 세팅이 불가함    해당 팝업이 발생하더라도 금액 자동 세팅							
",자동차보상지원파트,0
근로복지공단 산재보험 대상여부 알리미 문구 수정 및 대상자 추가," 1. 화면 위치			
     [근로복지공단 산재보험 대상여부] 메신저 알리미 			
			
 2. 사용자 및 권한(변경 내용 限)			
     해당없음			
			
 3. 개인정보 처리 기준(변경 내용 限)			
     해당없음			
			
 4. 변경내용			
  1) 문구수정			
   [AS_IS]			
	제목 : [ 근로복지공단 산재보험 대상여부 확인 ]		
			
    	▣ 사고접수번호: 2503058267		
	▣ 해당 사고접수건에 대하여 근로복지공단에서		
	당사로 자동차사고 접수여부를 확인하였습니다.		
	산재보험 승인건의 경우 조회되는 것으로		
	해당 사고 피해자의 산재보험 수령 여부를 확인하여 주시기 바랍니다.		
			
   [TO_BE]			
	제목 : [ 근로복지공단 산재보험 대상여부 확인 ]		
			
	▶ 사고접수번호: 2503058267 20(담보) 001(서열) 홍길동(피해자명)		
	▶？해당 사고접수건에 대하여 근로복지공단에서		
	당사로 자동차사고 접수여부를 확인하였습니다.		
	본 알림은 산재승인확정이 아니므로 최종 승인여부 확인이 필요하며,		
	합의절충시 반드시？산재보험금(휴업급여, 간병급여, 장해급여 등) 수령여부를 확인하여 주시기 바랍니다.		
			
  2) 대상자 추가			
   (현재) 해당 접담서 관리담당자			
   			
   (변경) 해당 접담서 관리담당자 + 관리담당자 소속 센터장			",자동차보상지원파트,2
주치의 소견의뢰서 체크 로직 개선,"1) 위치			
  _ 보상포탈(대인) &gt; 발행 &gt; 의료기관(피해자관리) &gt;주치의소견의뢰서			

2) 수정사항			
  _ 현재)의료전담자 사번입력칸에 사번이 아닌 다른 값 입력시에도 결재 요청이 가능			
  _ 수정)의료전담자 사번, 이름, 소속이 모두 입력된 경우에만 결재 요청할 수 있도록 변경	",메디컬TFT,0
2025.07.01 수도권순차배당 로직개선,"수도권 순차배당 로직 수정

센터의 회차가 2회차 이상 차이가 나더라도 정상 데이터로 반영하되, 해당 담당자의 상태값을 확인하여 현재 안심그룹소속 소액전담자가 아닌 데이터일 경우에만 SKIP 하도록 변경
",자동차보상지원파트,0
"(음성봇) 가족관계증명서, 건강보험자격득실확인서 URL 자동발송","       1. 개발요청사항 : 가족관계증명서 스크래핑 URL, 건강보험자격득실확인서 스크래핑 URL 자동발송				
				
       2. 발송대상				
      1) 가족관계증명서 스크래핑 URL 자동발송				
         ㄱ. 사고초기안내_운전자 음성봇 통화성공건 (VTHM_SNR_ED_TYP_CD = ‘S100‘)				
         ㄴ. 특약코드 IN (‘9380‘,‘9381‘,‘9387‘,‘9388‘,‘9492‘,‘9551‘,‘9760‘,‘9768‘,‘9770‘,‘9758‘)				
				
      2) 건강보험자격득실확인서 스크랩핑 URL 자동발송				
         ㄱ. 사고초기안내_운전자 음성봇 통화성공건 (VTHM_SNR_ED_TYP_CD = ‘S100‘)				
         ㄴ. 특약코드 IN (‘9758‘)				
				
       3. 발송수신자 : 자차 운전자				
				
       4. 발송시점 : 사고초기안내_운전자 음성봇 통화성공완료				
				
       5. 발송이력 CS 저장 				
",자동차보상지원파트,2
구상분심위 조회 화면 변경,구상분심위 조회 화면 변경,구상채권관리센터,0
(SC은행) 인터넷계좌 출금계정관리 반영요청,보상(즉시)연장(4910)？일때？ dpstBnkCd(입금은행) =SC은행일때일때 출금경리계좌코드(CKIT_DRW_ACACNT_CD) 반영필요함,디지털보상TFT,0
발생처리미결현황 화면 로직 개선(신규 합의구분값 관련)," 1. 화면 위치		
     발생처리미결현황(CLMS1900U)		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경내용		
   1) 배경 : 신규 합의구분값(합의미결 포함되지 않는 값) 최초 발생시 발생처리미결현황 &gt; 순미결계 반영되지 않음		
		
   2) 요청사항		
    _ 신규 합의구분값(합의미결 포함되지 않는 값) 최초 발생시 발생처리미결현황 &gt; 순미결계 실시간 반영되도록 수정		",자동차보상지원파트,0
정부보장사업 담보 구상업무 제한,정부보장사업 담보 구상업무 제한 요청드립니다.,구상채권관리센터,0
2025_05_20(피해)피해물조사 직접손해 항목 활성화,"1. 내용							
▷ 대상 : 추산자동적립 버튼 기능 추가							
▷ 내용 : 							
AS_IS 파손부위 입력이 없는경우 ‘파손 부위를 저장해주세요 팝업 발생‘							
TO_BE 파손부위 입력창 (CLMD0128U) 팝업							
담당자 수기입력 활성화							
",자동차보상지원파트,0
모닝체크 배치 수정," 1. 화면 위치		
     모닝체크 배치 수정		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경내용		
   1) 배경: 모닝체크 데이터 배치 수정요청		
     		
   2) 요청사항 		
   (1) 준법감시파트 SAM 파일 전송시 ‘보험금지급일‘ 추출기준		
      (현재) 사고일자		
      (변경) 보험금지급일자		
                                    		
   (2) 모닝체크 데이터 배치 수행 조건		
     _ 분기 시작일 ~ 해당요일 까지 추출     ex) 7.14일(월) 추출대상 : 7.1 ~ 7.13		
     _ 예외조건 : 관리자확인이 ＂적정(증빙확인)＂이거나 ＂적정(사유확인)＂ 인 경우 		
     _ 관리자확인이 보완예정, 부적정, 미확인 인경우 다음주 추출때도 모닝체크 대상건 리스트 추출되도록		",자동차보상지원파트,0
의료자문PRM일부 요건 추가 및 변경,"[ 의료자문의 및 중개업체가 보는 외부 화면에 대한 작업의뢰입니다.]
1) 담당자 :  해당 공문 작성 담당 의료전담으로 변경
2) 회신을 하여도 보이는 행이 사라지지 않고 의뢰기간내에서 자문의가 조회할 수 있음
3) 회신일자 칼럼 추가
4) 오류나 오타 수정을 위한 재전송 기능 추가 ",자동차보상지원파트,0
FG조직개편에 따른 사고부담금 순차배당 로직 개선,결재그룹 수정 하겠습니다.,구상채권관리센터,0
평가반영요청 경상심의 화면에 대한 접근권한 요청,평가반영요청 화면에 대한 접근권한 부여,자동차보상기획파트,1
(음성봇) 특약서류 등록URL 자동발송_추가요청,사고초기안내_운전자 음성봇에서만 URL문자발송,자동차보상지원파트,3
근로복지공단 산재보험 대상여부 알리미 면담입력화면 추가," 1. 화면 위치			
     보상업무처리 &gt; 면담			
			
 2. 사용자 및 권한(변경 내용 限)			
     해당없음			
			
 3. 개인정보 처리 기준(변경 내용 限)			
     해당없음			
			
 4. 변경내용			
   _ [근로복지공단 산재보험 대상여부] 메신저 알리미 전송시 해당 접담서 면담입력화면에 추가			
			
   _ 메신저 알리미와 동일한 내용으로 등록			
			
        EX) 	[ 근로복지공단 산재보험 대상여부 확인 ]		
	▶ 사고접수번호: 2503058267 20(담보) 001(서열) 홍길동(피해자명)		
	▶？해당 사고접수건에 대하여 근로복지공단에서		
	당사로 자동차사고 접수여부를 확인하였습니다.		
	본 알림은 산재승인확정이 아니므로 최종 승인여부 확인이 필요하며,		
	합의절충시 반드시？산재보험금(휴업급여, 간병급여, 장해급여 등) 수령여부를 확인하여 주시기 바랍니다.		",자동차보상지원파트,0
2025_04_03(추산)추산위임전결규정 금액구간 룰셋 수정.xlsx,"대상  :  물차피해물조사_피해입력(CLMD0128U),물차피해물조사_피해지결입력(CLMD0123U)							
             보상업무처리(CLMQ0100U) 추산탭							
1. 내용							
▷ 대상 : 추산 적립시 결재자 금액 구간 수정 (업무기술서 참조)					
",자동차보상지원파트,0
2025_07_02 (GateKeeping) 국외산 센터별로 결재대상건 수정V5,"수도권본부 _ 김병진 수석 680359
지방권본부 _ 오경도 수석 680946",자동차보상지원파트,0
가입사실증명원 발급 로직 추가(보종코드)," 1. 화면 위치			
     가입사실증명원(CLMP0101P)			
			
 2. 사용자 및 권한(변경 내용 限)			
     해당없음			
			
 3. 개인정보 처리 기준(변경 내용 限)			
     해당없음			
			
 4. 변경사항			
     _ (변경)			
       보종코드가 5601, 5602, 5604, 5605, 5607, 5609, 5613, 5614, 5801, 5802 일때 배상한도 분리			
       기존) 우측 사진과 같이 대물에 다 기입되어 있음			
       변경) 각각 칸에 알맞게 대인: 대인한도 / 대물 : 대물한도 기입			",자동차보상지원파트,1
2025_07_23 협력업체 계약사항 EDMS 특이사항 전부 등록,"▷ 대상 : 협력업체상세 (CLPM0100U)_계약사항(외산)  탭  (부품업체)							
▷ 내용 : 1. EDMS 저장시 특이사항 내용 전부 기재 (현재는 일부만 기재됨)							
",자동차보상지원파트,0
2025_07_02(유피)유보미결 사유 리스트 변경,"1. 내용							
							
▷ 내용 : (유피)유보미결 사유 리스트 변경							
         보상업무 처리와 동일하게 분쟁심의 , 소송건 항목만 유지							
",자동차보상지원파트,0
고장출동 프로젝트 룰 이행 관련 코드 추가,"고장출동 프로젝트 룰 이행 관련 코드 추가(SMS구분(보상), 시스템구분코드(보상), 담당업무구분)",자동차보상지원파트,0
2025.06.20 [입고통보]_[입고] 알림 쪽지 내용 수정 및 추가,"기존 [입고], [입고통보] 알림 쪽지 개선							
							
1. [입고], [입고통보] 알림쪽지 텍스트 위치 수정  (총 2종류)							
→ 접수번호, 차량번호, 현재담당자 1그룹 // 수리처, 수리처 담당자 사항 2그룹 							
							
2. [입고], [입고통보] 수리처 사항 추가							
→ 수리처 + 수리처 업체코드(사업자번호) + 업체 주소 추가							
							
3. 선견적 / 청구 알림 쪽지 구분							
→ 선견적 데이터 수신시 : 알림쪽지 제목 기존방식 유지 : [입고통보] 000자동차공업사							
→ 청구 데이터 수신시 : 알림쪽지 제목 변경 : [청구알림] 000자동차공업사							
",자동차보상지원파트,0
기초통계자료 대물배상 시세하락손해관련 자료추출 요청(금감원 요청대상)," 1. 화면 위치		
     기초통계자료 대물배상		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경사항		
    _ 금감원 특수보험팀 : 대물배상 시세하락손해 관련 지급대상 확대 및 인정기준액 상향 조정(안)에 따른 효과분석요청		
    _ 2024년 사고세부자료 종결건대상, 개발원에 기 제출한 ＂수리비 건별통계＂를 기초로		
      차량연식, 사고직전 중고시세, 시세하락손해 등 자료 요청		
    _ 레이아웃 : 송부용 시트 참고		",자동차보상지원파트,0
(고장출동) 문자발송기능 추가,"       1) 배경
          _ 고장출동 시스템 재구축 (보상포탈 이관)

       2) 요청사항
          _ 고장출동 접수번호 검색 기능 추가 (고장출동 화면에서 연동 시, 접수번호 자동입력)
          _ 차량번호 조회기능
          _ 문자발송 대상에 출동 관련자 (요청자, 통보자, 출동자 등) 추가
        _ 문자선택 대분류 및 중분류 추가
        _ 문자목록 추가


",자동차보상지원파트,2
FG조직개편에 따른 업계구상실장 순차배당 로직 개선,7월1일 조직개편에 맞춘 이행 요청드립니다.,구상채권관리센터,0
사고현장출동 결과보고 시 기타피해물 메뉴 신설(모바일),업무기술서 참조 부탁드립니다.,자동차보상지원파트,2
기존 설문조사 화면 코드 구분 요청,"고장출동 화면중에 설문등록(CLZE0100U)을 복사해서만든 화면인 설문조사(CLTB2301U) 가 있으며
기존 테이블에 설문구분코드 01로 등록이 되어있었고, 고장출동 설문조사코드로 02를 추가해놓음
화면은 다르지만 같은 테이블을 쓰고있기 때문에 기존 화면도 01 코드만 바라보도록 수정이 필요함",자동차보상지원파트,0
모바일 사고조회 (플래너용) 개선사항 반영요청_2차수,업무기술서 참조,자동차보상지원파트,2
인사이동에 따른 미결 이상건 처리," 1. 화면 위치		
     통계화면(발생처리미결현황)		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경사항		
    _ 인사이동에 따른 미결 이상건 처리		
    _ 장기쪽 소속변경 6.30 저녁에 수행된 담당자들 미결 이상		",자동차보상지원파트,0
